170 4124 1924 6048
171 4104 1925 6029
172 4088 1925 6013
173 4069 1926 5995
174 4052 1925 5977
175 4033 1925 5958
176 4016 1925 5941
177 4001 1924 5925
178 3984 1925 5909
179 3969 1924 5893
180 3956 1924 5880
181 3940 1924 5864
182 3928 1925 5853
183 3914 1925 5839
184 3901 1925 5826
185 3889 1924 5813
186 3875 1925 5800
187 3859 1924 5783
188 3839 1925 5764
189 3822 1926 5748
190 3808 1926 5734
191 3794 1926 5720
192 3776 1927 5703
193 3760 1928 5688
194 3746 1926 5672
195 3732 1925 5657
196 3714 1925 5639
197 3697 1924 5621
198 3685 1923 5608
199 3674 1924 5598
200 3657 1924 5581
201 3643 1924 5567
202 3627 1924 5551
203 3609 1924 5533
204 3596 1924 5520
205 3585 1922 5507
206 3571 1922 5493
207 3556 1921 5477
208 3539 1919 5458
209 3526 1919 5445
210 3515 1919 5434
211 3504 1919 5423
212 3492 1919 5411
213 3476 1917 5393
214 3459 1918 5377
215 3446 1919 5365
216 3433 1918 5351
217 3421 1917 5338
218 3407 1918 5325
219 3396 1918 5314
220 3385 1919 5304
221 3373 1920 5293
222 3361 1920 5281
223 3347 1920 5267
224 3332 1921 5253
225 3317 1921 5238
226 3304 1921 5225
227 3293 1920 5213
228 3284 1920 5204
229 3271 1920 5191
230 3260 1921 5181
231 3249 1921 5170
232 3235 1921 5156
233 3226 1922 5148
234 3208 1922 5130
235 3197 1922 5119
236 3187 1921 5108
237 3175 1920 5095
238 3164 1919 5083
239 3155 1919 5074
240 3142 1918 5060
241 3133 1918 5051
242 3123 1917 5040
243 3107 1917 5024
244 3094 1917 5011
245 3076 1917 4993
246 3066 1916 4982
247 3057 1916 4973
248 3043 1917 4960
249 3031 1917 4948
250 3019 1917 4936
251 3008 1917 4925
252 2993 1916 4909
253 2979 1916 4895
254 2966 1916 4882
255 2956 1916 4872
256 2941 1917 4858
257 2930 1916 4846
258 2915 1916 4831
259 2902 1915 4817
260 2887 1916 4803
261 2882 1915 4797
262 2872 1916 4788
263 2863 1915 4778
264 2854 1916 4770
265 2845 1915 4760
266 2836 1915 4751
267 2823 1915 4738
268 2813 1915 4728
269 2801 1916 4717
270 2788 1916 4704
271 2778 1915 4693
272 2767 1916 4683
273 2758 1916 4674
274 2746 1917 4663
275 2732 1918 4650
276 2720 1918 4638
277 2710 1918 4628
278 2700 1917 4617
279 2690 1918 4608
280 2677 1918 4595
281 2667 1917 4584
282 2657 1918 4575
283 2648 1916 4564
284 2638 1916 4554
285 2628 1916 4544
286 2617 1916 4533
287 2609 1915 4524
288 2595 1915 4510
289 2587 1916 4503
290 2580 1916 4496
291 2571 1915 4486
292 2556 1916 4472
293 2548 1916 4464
294 2536 1916 4452
295 2526 1915 4441
296 2520 1916 4436
297 2511 1916 4427
298 2501 1916 4417
299 2490 1915 4405
300 2482 1915 4397
301 2472 1914 4386
302 2466 1913 4379
303 2460 1914 4374
304 2451 1913 4364
305 2443 1913 4356
306 2430 1912 4342
307 2421 1911 4332
308 2412 1911 4323
309 2404 1910 4314
310 2391 1909 4300
311 2380 1909 4289
312 2371 1907 4278
313 2364 1906 4270
314 2352 1907 4259
315 2344 1906 4250
316 2340 1906 4246
317 2334 1906 4240
318 2324 1905 4229
319 2316 1906 4222
320 2313 1905 4218
321 2302 1905 4207
322 2296 1905 4201
323 2289 1904 4193
324 2281 1904 4185
325 2273 1904 4177
326 2262 1904 4166
327 2249 1904 4153
328 2240 1905 4145
329 2234 1903 4137
330 2226 1902 4128
331 2217 1901 4118
332 2208 1901 4109
333 2200 1901 4101
334 2193 1900 4093
335 2186 1901 4087
336 2176 1901 4077
337 2167 1902 4069
338 2158 1901 4059
339 2148 1901 4049
340 2140 1900 4040
341 2130 1900 4030
342 2121 1899 4020
343 2115 1898 4013
344 2108 1897 4005
345 2099 1896 3995
346 2092 1895 3987
347 2080 1895 3975
348 2073 1895 3968
349 2065 1895 3960
350 2050 1896 3946
351 2043 1896 3939
352 2036 1895 3931
353 2025 1895 3920
354 2019 1896 3915
355 2013 1895 3908
356 2002 1896 3898
357 1998 1895 3893
358 1990 1895 3885
359 1984 1895 3879
360 1973 1895 3868
361 1969 1895 3864
362 1959 1896 3855
363 1952 1897 3849
364 1944 1898 3842
365 1937 1899 3836
366 1928 1900 3828
367 1921 1901 3822
368 1912 1900 3812
369 1904 1900 3804
370 1895 1900 3795
371 1886 1900 3786
372 1882 1899 3781
373 1877 1899 3776
374 1869 1899 3768
375 1859 1899 3758
376 1852 1898 3750
377 1845 1899 3744
378 1834 1899 3733
379 1825 1898 3723
380 1818 1898 3716
381 1811 1898 3709
382 1805 1898 3703
383 1798 1899 3697
384 1790 1900 3690
385 1784 1901 3685
386 1777 1902 3679
387 1770 1902 3672
388 1763 1901 3664
389 1755 1902 3657
390 1747 1903 3650
391 1740 1902 3642
392 1733 1901 3634
393 1725 1901 3626
394 1720 1900 3620
395 1712 1899 3611
396 1710 1899 3609
397 1702 1899 3601
398 1695 1899 3594
399 1684 1899 3583
400 1678 1899 3577
401 1673 1900 3573
402 1671 1899 3570
403 1667 1898 3565
404 1663 1899 3562
405 1654 1899 3553
406 1647 1900 3547
407 1639 1900 3539
408 1634 1900 3534
409 1630 1900 3530
410 1625 1901 3526
411 1620 1901 3521
412 1614 1900 3514
413 1604 1900 3504
414 1601 1899 3500
415 1598 1898 3496
416 1592 1898 3490
417 1591 1897 3488
418 1584 1896 3480
419 1577 1895 3472
420 1572 1894 3466
421 1567 1893 3460
422 1560 1893 3453
423 1555 1893 3448
424 1550 1892 3442
425 1546 1892 3438
426 1542 1893 3435
427 1539 1893 3432
428 1534 1892 3426
429 1525 1892 3417
430 1517 1893 3410
431 1514 1892 3406
432 1506 1892 3398
433 1501 1893 3394
434 1495 1892 3387
435 1492 1891 3383
436 1489 1891 3380
437 1484 1891 3375
438 1479 1891 3370
439 1477 1892 3369
440 1472 1892 3364
441 1468 1891 3359
442 1463 1890 3353
443 1458 1890 3348
444 1454 1890 3344
445 1451 1890 3341
446 1447 1890 3337
447 1441 1891 3332
448 1435 1891 3326
449 1429 1892 3321
450 1418 1893 3311
451 1412 1892 3304
452 1410 1891 3301
453 1408 1891 3299
454 1402 1890 3292
455 1396 1890 3286
456 1389 1891 3280
457 1387 1890 3277
458 1385 1889 3274
459 1380 1889 3269
460 1375 1889 3264
461 1370 1889 3259
462 1363 1889 3252
463 1359 1889 3248
464 1355 1889 3244
465 1348 1888 3236
466 1341 1887 3228
467 1336 1886 3222
468 1327 1886 3213
469 1323 1885 3208
470 1317 1886 3203
471 1311 1886 3197
472 1306 1887 3193
473 1303 1888 3191
474 1296 1889 3185
475 1290 1888 3178
476 1286 1888 3174
477 1283 1887 3170
478 1275 1887 3162
479 1271 1887 3158
480 1267 1886 3153
481 1259 1886 3145
482 1256 1886 3142
483 1253 1886 3139
484 1250 1886 3136
485 1244 1885 3129
486 1241 1884 3125
487 1235 1884 3119
488 1231 1885 3116
489 1230 1885 3115
490 1224 1885 3109
491 1223 1885 3108
492 1216 1885 3101
493 1208 1885 3093
494 1204 1885 3089
495 1201 1884 3085
496 1194 1884 3078
497 1189 1883 3072
498 1184 1883 3067
499 1180 1883 3063
500 1176 1883 3059
501 1170 1884 3054
502 1164 1884 3048
503 1160 1885 3045
504 1156 1885 3041
505 1152 1884 3036
506 1147 1883 3030
507 1144 1883 3027
508 1141 1883 3024
509 1134 1883 3017
510 1130 1883 3013
511 1126 1882 3008
512 1121 1882 3003
513 1113 1883 2996
514 1107 1882 2989
515 1104 1881 2985
516 1102 1881 2983
517 1100 1880 2980
518 1098 1880 2978
519 1095 1881 2976
520 1088 1882 2970
521 1085 1881 2966
522 1083 1882 2965
523 1081 1881 2962
524 1075 1880 2955
525 1071 1880 2951
526 1067 1879 2946
527 1063 1878 2941
528 1059 1877 2936
529 1055 1878 2933
530 1049 1878 2927
531 1046 1878 2924
532 1044 1878 2922
533 1040 1878 2918
534 1038 1877 2915
535 1034 1876 2910
536 1031 1874 2905
537 1025 1875 2900
538 1021 1874 2895
539 1018 1873 2891
540 1012 1874 2886
541 1010 1874 2884
542 1008 1873 2881
543 1005 1873 2878
544 999 1873 2872
545 995 1873 2868
546 995 1872 2867
547 991 1872 2863
548 990 1872 2862
549 986 1871 2857
550 984 1872 2856
551 981 1871 2852
552 979 1871 2850
553 974 1871 2845
554 971 1871 2842
555 968 1871 2839
556 964 1871 2835
557 960 1872 2832
558 958 1871 2829
559 952 1872 2824
560 951 1871 2822
561 949 1871 2820
562 947 1871 2818
563 943 1871 2814
564 939 1869 2808
565 936 1869 2805
566 931 1870 2801
567 926 1870 2796
568 924 1869 2793
569 924 1868 2792
570 921 1868 2789
571 917 1867 2784
572 913 1866 2779
573 907 1865 2772
574 905 1865 2770
575 903 1865 2768
576 897 1865 2762
577 895 1865 2760
578 893 1865 2758
579 891 1865 2756
580 888 1866 2754
581 886 1867 2753
582 881 1867 2748
583 877 1867 2744
584 871 1866 2737
585 866 1865 2731
586 859 1865 2724
587 852 1865 2717
588 848 1864 2712
589 846 1865 2711
590 842 1864 2706
591 838 1864 2702
592 836 1864 2700
593 833 1864 2697
594 832 1865 2697
595 827 1866 2693
596 823 1865 2688
597 820 1865 2685
598 817 1865 2682
599 815 1864 2679
600 815 1864 2679
601 813 1865 2678
602 809 1866 2675
603 805 1865 2670
604 802 1865 2667
605 797 1864 2661
606 792 1864 2656
607 791 1865 2656
608 787 1865 2652
609 784 1865 2649
610 783 1864 2647
611 779 1864 2643
612 775 1865 2640
613 771 1866 2637
614 769 1866 2635
615 766 1864 2630
616 763 1865 2628
617 760 1866 2626
618 757 1864 2621
619 754 1863 2617
620 753 1863 2616
621 751 1862 2613
622 750 1861 2611
623 748 1862 2610
624 745 1861 2606
625 743 1860 2603
626 740 1860 2600
627 738 1860 2598
628 734 1859 2593
629 731 1859 2590
630 726 1858 2584
631 724 1859 2583
632 722 1859 2581
633 719 1859 2578
634 717 1860 2577
635 713 1860 2573
636 711 1859 2570
637 710 1858 2568
638 706 1859 2565
639 705 1859 2564
640 700 1859 2559
641 696 1859 2555
642 694 1858 2552
643 692 1858 2550
644 691 1858 2549
645 686 1859 2545
646 683 1858 2541
647 680 1857 2537
648 680 1856 2536
649 678 1856 2534
650 675 1856 2531
651 672 1856 2528
652 670 1857 2527
653 668 1856 2524
654 666 1856 2522
655 663 1857 2520
656 659 1855 2514
657 653 1856 2509
658 651 1856 2507
659 650 1856 2506
660 649 1855 2504
661 647 1856 2503
662 642 1857 2499
663 639 1858 2497
664 635 1857 2492
665 633 1856 2489
666 631 1854 2485
667 628 1854 2482
668 626 1854 2480
669 624 1853 2477
670 621 1853 2474
671 619 1851 2470
672 619 1850 2469
673 616 1849 2465
674 612 1849 2461
675 610 1849 2459
676 606 1849 2455
677 603 1848 2451
678 603 1847 2450
679 601 1846 2447
680 600 1845 2445
681 599 1844 2443
682 597 1844 2441
683 595 1843 2438
684 594 1841 2435
685 592 1841 2433
686 591 1841 2432
687 586 1841 2427
688 585 1841 2426
689 584 1841 2425
690 582 1840 2422
691 581 1840 2421
692 579 1841 2420
693 579 1841 2420
694 576 1841 2417
695 575 1841 2416
696 573 1842 2415
697 572 1841 2413
698 570 1840 2410
699 568 1840 2408
700 565 1839 2404
701 563 1839 2402
702 562 1837 2399
703 559 1837 2396
704 557 1837 2394
705 554 1838 2392
706 554 1838 2392
707 551 1837 2388
708 549 1838 2387
709 545 1838 2383
710 541 1839 2380
711 537 1840 2377
712 535 1840 2375
713 534 1839 2373
714 531 1838 2369
715 528 1839 2367
716 525 1838 2363
717 521 1839 2360
718 518 1839 2357
719 517 1838 2355
720 515 1839 2354
721 514 1838 2352
722 511 1838 2349
723 508 1838 2346
724 506 1838 2344
725 503 1839 2342
726 501 1838 2339
727 500 1837 2337
728 498 1835 2333
729 497 1834 2331
730 495 1834 2329
731 494 1834 2328
732 494 1833 2327
733 492 1834 2326
734 491 1834 2325
735 491 1834 2325
736 491 1834 2325
737 489 1834 2323
738 488 1834 2322
739 487 1834 2321
740 483 1833 2316
741 480 1833 2313
742 479 1834 2313
743 477 1834 2311
744 476 1834 2310
745 473 1834 2307
746 471 1833 2304
747 470 1832 2302
748 469 1832 2301
749 469 1831 2300
750 469 1831 2300
751 466 1830 2296
752 465 1831 2296
753 463 1831 2294
754 462 1830 2292
755 461 1831 2292
756 461 1830 2291
757 460 1829 2289
758 459 1828 2287
759 457 1828 2285
760 455 1828 2283
761 452 1827 2279
762 451 1827 2278
763 449 1827 2276
764 449 1826 2275
765 450 1826 2276
766 446 1825 2271
767 444 1824 2268
768 442 1824 2266
769 440 1824 2264
770 437 1824 2261
771 435 1825 2260
772 433 1823 2256
773 433 1823 2256
774 432 1822 2254
775 430 1821 2251
776 430 1820 2250
777 428 1820 2248
778 427 1820 2247
779 426 1820 2246
780 424 1819 2243
781 423 1819 2242
782 422 1819 2241
783 422 1818 2240
784 420 1819 2239
785 419 1819 2238
786 418 1818 2236
787 416 1818 2234
788 415 1817 2232
789 412 1818 2230
790 410 1818 2228
791 410 1818 2228
792 408 1818 2226
793 405 1818 2223
794 403 1817 2220
795 403 1817 2220
796 402 1818 2220
797 400 1818 2218
798 399 1817 2216
799 399 1818 2217
800 396 1818 2214
801 394 1818 2212
802 392 1818 2210
803 390 1818 2208
804 388 1818 2206
805 386 1818 2204
806 386 1818 2204
807 386 1818 2204
808 384 1817 2201
809 385 1816 2201
810 384 1816 2200
811 382 1817 2199
812 382 1817 2199
813 381 1816 2197
814 378 1816 2194
815 378 1816 2194
816 377 1816 2193
817 377 1815 2192
818 374 1814 2188
819 372 1815 2187
820 372 1815 2187
821 370 1815 2185
822 369 1814 2183
823 368 1814 2182
824 368 1814 2182
825 367 1814 2181
826 365 1815 2180
827 365 1816 2181
828 365 1815 2180
829 365 1814 2179
830 366 1813 2179
831 366 1811 2177
832 365 1811 2176
833 363 1812 2175
834 363 1811 2174
835 362 1810 2172
836 361 1810 2171
837 361 1810 2171
838 360 1810 2170
839 358 1810 2168
840 358 1809 2167
841 358 1808 2166
842 357 1808 2165
843 354 1809 2163
844 354 1809 2163
845 353 1810 2163
846 350 1810 2160
847 347 1810 2157
848 347 1809 2156
849 345 1808 2153
850 343 1808 2151
851 342 1809 2151
852 342 1808 2150
853 340 1808 2148
854 339 1807 2146
855 339 1808 2147
856 339 1808 2147
857 339 1807 2146
858 340 1806 2146
859 338 1806 2144
860 335 1807 2142
861 335 1806 2141
862 333 1806 2139
863 334 1805 2139
864 333 1806 2139
865 330 1807 2137
866 328 1808 2136
867 328 1807 2135
868 327 1808 2135
869 327 1807 2134
870 326 1806 2132
871 324 1807 2131
872 322 1808 2130
873 320 1807 2127
874 319 1806 2125
875 317 1805 2122
876 316 1804 2120
877 314 1803 2117
878 313 1802 2115
879 312 1802 2114
880 312 1801 2113
881 310 1801 2111
882 309 1801 2110
883 308 1802 2110
884 306 1801 2107
885 305 1799 2104
886 303 1799 2102
887 301 1800 2101
888 299 1799 2098
889 297 1798 2095
890 296 1799 2095
891 295 1799 2094
892 296 1799 2095
893 294 1799 2093
894 293 1800 2093
895 294 1799 2093
896 295 1799 2094
897 295 1800 2095
898 294 1801 2095
899 293 1800 2093
900 292 1800 2092
901 293 1799 2092
902 292 1799 2091
903 291 1799 2090
904 292 1798 2090
905 292 1798 2090
906 291 1798 2089
907 289 1797 2086
908 287 1797 2084
909 288 1797 2085
910 287 1796 2083
911 287 1796 2083
912 285 1795 2080
913 286 1794 2080
914 285 1793 2078
915 282 1793 2075
916 281 1794 2075
917 281 1793 2074
918 279 1792 2071
919 278 1792 2070
920 277 1792 2069
921 277 1792 2069
922 276 1791 2067
923 275 1790 2065
924 275 1790 2065
925 274 1791 2065
926 273 1790 2063
927 273 1790 2063
928 270 1791 2061
929 271 1791 2062
930 269 1791 2060
931 269 1791 2060
932 267 1790 2057
933 265 1790 2055
934 263 1791 2054
935 261 1792 2053
936 261 1791 2052
937 260 1791 2051
938 258 1791 2049
939 258 1791 2049
940 258 1791 2049
941 257 1791 2048
942 256 1790 2046
943 256 1790 2046
944 255 1790 2045
945 256 1790 2046
946 256 1789 2045
947 256 1788 2044
948 254 1788 2042
949 253 1788 2041
950 251 1789 2040
951 249 1789 2038
952 249 1789 2038
953 247 1790 2037
954 248 1790 2038
955 249 1788 2037
956 247 1787 2034
957 246 1788 2034
958 247 1788 2035
959 247 1787 2034
960 247 1787 2034
961 245 1786 2031
962 244 1786 2030
963 244 1786 2030
964 243 1787 2030
965 242 1786 2028
966 242 1786 2028
967 240 1787 2027
968 241 1787 2028
969 241 1786 2027
970 240 1785 2025
971 238 1786 2024
972 238 1785 2023
973 237 1784 2021
974 236 1785 2021
975 236 1785 2021
976 235 1784 2019
977 234 1784 2018
978 233 1785 2018
979 232 1785 2017
980 232 1785 2017
981 231 1784 2015
982 230 1783 2013
983 228 1783 2011
984 227 1783 2010
985 226 1784 2010
986 226 1783 2009
987 225 1782 2007
988 224 1783 2007
989 224 1783 2007
990 225 1783 2008
991 224 1783 2007
992 224 1782 2006
993 223 1782 2005
994 223 1782 2005
995 222 1782 2004
996 221 1781 2002
997 221 1781 2002
998 220 1780 2000
999 218 1780 1998
1000 219 1779 1998
1001 219 1780 1999
1002 219 1779 1998
1003 219 1779 1998
1004 217 1779 1996
1005 216 1780 1996
1006 214 1779 1993
1007 214 1778 1992
1008 213 1777 1990
1009 212 1777 1989
1010 211 1778 1989
1011 209 1778 1987
1012 207 1779 1986
1013 206 1779 1985
1014 207 1778 1985
1015 207 1777 1984
1016 206 1777 1983
1017 203 1777 1980
1018 202 1777 1979
1019 199 1777 1976
1020 198 1776 1974
1021 198 1777 1975
1022 197 1778 1975
1023 198 1777 1975
1024 198 1777 1975
1025 197 1778 1975
1026 198 1778 1976
1027 197 1778 1975
1028 196 1777 1973
1029 196 1775 1971
1030 194 1776 1970
1031 195 1776 1971
1032 195 1776 1971
1033 195 1775 1970
1034 195 1774 1969
1035 195 1775 1970
1036 196 1774 1970
1037 195 1775 1970
1038 196 1774 1970
1039 195 1775 1970
1040 195 1774 1969
1041 195 1773 1968
1042 196 1772 1968
1043 196 1771 1967
1044 195 1771 1966
1045 194 1771 1965
1046 193 1771 1964
1047 192 1771 1963
1048 192 1770 1962
1049 191 1770 1961
1050 190 1769 1959
1051 189 1769 1958
1052 190 1769 1959
1053 189 1769 1958
1054 188 1768 1956
1055 187 1767 1954
1056 188 1765 1953
1057 189 1764 1953
1058 190 1763 1953
1059 190 1764 1954
1060 191 1763 1954
1061 190 1763 1953
1062 189 1763 1952
1063 189 1763 1952
1064 188 1764 1952
1065 188 1764 1952
1066 188 1764 1952
1067 188 1765 1953
1068 188 1764 1952
1069 189 1763 1952
1070 188 1762 1950
1071 187 1763 1950
1072 188 1763 1951
1073 187 1763 1950
1074 186 1763 1949
1075 185 1764 1949
1076 185 1764 1949
1077 185 1764 1949
1078 186 1764 1950
1079 186 1763 1949
1080 185 1762 1947
1081 184 1762 1946
1082 185 1761 1946
1083 184 1761 1945
1084 185 1761 1946
1085 185 1761 1946
1086 186 1761 1947
1087 187 1761 1948
1088 186 1761 1947
1089 186 1760 1946
1090 185 1760 1945
1091 184 1761 1945
1092 184 1760 1944
1093 185 1759 1944
1094 185 1758 1943
1095 186 1758 1944
1096 185 1758 1943
1097 184 1756 1940
1098 184 1755 1939
1099 182 1756 1938
1100 180 1756 1936
1101 180 1755 1935
1102 180 1755 1935
1103 180 1755 1935
1104 179 1755 1934
1105 179 1754 1933
1106 178 1755 1933
1107 178 1754 1932
1108 179 1753 1932
1109 178 1753 1931
1110 177 1754 1931
1111 178 1753 1931
1112 179 1752 1931
1113 178 1752 1930
1114 177 1753 1930
1115 178 1752 1930
1116 177 1753 1930
1117 176 1754 1930
1118 176 1754 1930
1119 176 1752 1928
1120 177 1751 1928
1121 178 1750 1928
1122 176 1750 1926
1123 176 1749 1925
1124 176 1748 1924
1125 177 1748 1925
1126 175 1748 1923
1127 176 1748 1924
1128 176 1748 1924
1129 175 1749 1924
1130 175 1749 1924
1131 175 1749 1924
1132 174 1749 1923
1133 174 1750 1924
1134 175 1750 1925
1135 175 1750 1925
1136 175 1750 1925
1137 176 1748 1924
1138 175 1748 1923
1139 175 1747 1922
1140 175 1747 1922
1141 175 1747 1922
1142 175 1746 1921
1143 175 1746 1921
1144 174 1747 1921
1145 174 1746 1920
1146 175 1746 1921
1147 176 1746 1922
1148 174 1746 1920
1149 173 1747 1920
1150 172 1747 1919
1151 172 1748 1920
1152 173 1747 1920
1153 172 1747 1919
1154 171 1748 1919
1155 172 1748 1920
1156 171 1749 1920
1157 171 1749 1920
1158 171 1748 1919
1159 170 1748 1918
1160 169 1747 1916
1161 168 1747 1915
1162 169 1747 1916
1163 169 1746 1915
1164 169 1744 1913
1165 169 1743 1912
1166 169 1743 1912
1167 170 1743 1913
1168 169 1743 1912
1169 169 1743 1912
1170 169 1743 1912
1171 170 1742 1912
1172 169 1743 1912
1173 168 1744 1912
1174 169 1743 1912
1175 168 1742 1910
1176 168 1742 1910
1177 167 1742 1909
1178 167 1742 1909
1179 165 1742 1907
1180 165 1741 1906
1181 164 1742 1906
1182 164 1741 1905
1183 164 1741 1905
1184 163 1741 1904
1185 161 1740 1901
1186 162 1739 1901
1187 163 1738 1901
1188 162 1738 1900
1189 162 1738 1900
1190 163 1737 1900
1191 163 1736 1899
1192 163 1736 1899
1193 162 1736 1898
1194 161 1737 1898
1195 161 1738 1899
1196 161 1737 1898
1197 162 1737 1899
1198 162 1737 1899
1199 163 1737 1900
1200 162 1738 1900
1201 163 1738 1901
1202 164 1737 1901
1203 163 1737 1900
1204 163 1737 1900
1205 163 1738 1901
1206 163 1738 1901
1207 163 1737 1900
1208 163 1738 1901
1209 164 1737 1901
1210 162 1737 1899
1211 160 1737 1897
1212 160 1738 1898
1213 159 1739 1898
1214 159 1739 1898
1215 159 1739 1898
1216 160 1739 1899
1217 159 1740 1899
1218 159 1740 1899
1219 159 1739 1898
1220 158 1740 1898
1221 157 1741 1898
1222 157 1742 1899
1223 157 1742 1899
1224 158 1741 1899
1225 157 1742 1899
1226 157 1742 1899
1227 157 1741 1898
1228 158 1740 1898
1229 158 1739 1897
1230 158 1739 1897
1231 158 1740 1898
1232 158 1740 1898
1233 159 1740 1899
1234 159 1740 1899
1235 158 1738 1896
1236 159 1738 1897
1237 159 1737 1896
1238 157 1736 1893
1239 157 1735 1892
1240 158 1735 1893
1241 158 1735 1893
1242 158 1735 1893
1243 157 1734 1891
1244 156 1734 1890
1245 156 1733 1889
1246 157 1733 1890
1247 157 1733 1890
1248 156 1733 1889
1249 156 1732 1888
1250 155 1732 1887
1251 156 1731 1887
1252 157 1729 1886
1253 158 1728 1886
1254 159 1726 1885
1255 158 1727 1885
1256 158 1727 1885
1257 157 1728 1885
1258 157 1728 1885
1259 156 1727 1883
1260 156 1726 1882
1261 156 1725 1881
1262 155 1725 1880
1263 153 1725 1878
1264 154 1724 1878
1265 153 1725 1878
1266 152 1726 1878
1267 152 1725 1877
1268 152 1725 1877
1269 152 1725 1877
1270 151 1724 1875
1271 150 1725 1875
1272 149 1725 1874
1273 148 1724 1872
1274 146 1725 1871
1275 146 1725 1871
1276 146 1724 1870
1277 146 1723 1869
1278 147 1722 1869
1279 146 1723 1869
1280 146 1723 1869
1281 146 1722 1868
1282 146 1722 1868
1283 146 1722 1868
1284 146 1721 1867
1285 145 1720 1865
1286 145 1719 1864
1287 145 1720 1865
1288 144 1721 1865
1289 142 1721 1863
1290 142 1720 1862
1291 142 1721 1863
1292 141 1721 1862
1293 141 1721 1862
1294 142 1720 1862
1295 141 1721 1862
1296 141 1721 1862
1297 141 1720 1861
1298 140 1720 1860
1299 138 1720 1858
1300 138 1720 1858
1301 137 1720 1857
1302 137 1720 1857
1303 137 1720 1857
1304 137 1719 1856
1305 136 1719 1855
1306 136 1718 1854
1307 136 1717 1853
1308 136 1716 1852
1309 137 1715 1852
1310 137 1716 1853
1311 137 1716 1853
1312 137 1716 1853
1313 137 1715 1852
1314 136 1715 1851
